[goal3834] Numba PIP baseline start
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 12/55 elapsed=0.020745s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 13/55 elapsed=0.020729s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 14/55 elapsed=0.020729s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 15/55 elapsed=0.020744s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 16/55 elapsed=0.020695s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 17/55 elapsed=0.020747s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 18/55 elapsed=0.020801s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 19/55 elapsed=0.020781s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 20/55 elapsed=0.020804s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 21/55 elapsed=0.021030s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 22/55 elapsed=0.020906s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 23/55 elapsed=0.020801s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 24/55 elapsed=0.021016s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 25/55 elapsed=0.020998s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 26/55 elapsed=0.020719s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 27/55 elapsed=0.020702s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 28/55 elapsed=0.020687s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 29/55 elapsed=0.020674s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 30/55 elapsed=0.020687s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 31/55 elapsed=0.020674s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 32/55 elapsed=0.020657s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 33/55 elapsed=0.020675s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 34/55 elapsed=0.020693s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 35/55 elapsed=0.020680s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 36/55 elapsed=0.020702s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 37/55 elapsed=0.020690s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 38/55 elapsed=0.020661s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 39/55 elapsed=0.020653s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 40/55 elapsed=0.020664s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 41/55 elapsed=0.020671s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 42/55 elapsed=0.020670s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 43/55 elapsed=0.020672s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 44/55 elapsed=0.020680s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 45/55 elapsed=0.020667s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 46/55 elapsed=0.020679s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 47/55 elapsed=0.020682s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 48/55 elapsed=0.020666s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 49/55 elapsed=0.020672s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 50/55 elapsed=0.020660s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 51/55 elapsed=0.020671s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 52/55 elapsed=0.020656s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 53/55 elapsed=0.020674s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 54/55 elapsed=0.020658s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 55/55 elapsed=0.020646s count=269
[goal3838] lsi_county512_soil512 RTDL/OptiX route start
[goal3838] overlay_county512_soil512 Numba baseline start
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count warmup 1/55 elapsed=0.715204s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count warmup 2/55 elapsed=0.048803s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count warmup 3/55 elapsed=0.049032s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count warmup 4/55 elapsed=0.048944s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count warmup 5/55 elapsed=0.048767s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 6/55 elapsed=0.048691s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 7/55 elapsed=0.050113s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 8/55 elapsed=0.048817s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 9/55 elapsed=0.048748s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 10/55 elapsed=0.048813s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 11/55 elapsed=0.049369s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 12/55 elapsed=0.048808s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 13/55 elapsed=0.048790s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 14/55 elapsed=0.049075s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 15/55 elapsed=0.049624s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 16/55 elapsed=0.048901s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 17/55 elapsed=0.050076s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 18/55 elapsed=0.048738s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 19/55 elapsed=0.051521s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 20/55 elapsed=0.048770s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 21/55 elapsed=0.049236s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 22/55 elapsed=0.048761s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 23/55 elapsed=0.048707s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 24/55 elapsed=0.048700s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 25/55 elapsed=0.048737s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 26/55 elapsed=0.050323s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 27/55 elapsed=0.048822s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 28/55 elapsed=0.054878s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 29/55 elapsed=0.048725s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 30/55 elapsed=0.049874s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 31/55 elapsed=0.049151s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 32/55 elapsed=0.048772s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 33/55 elapsed=0.048760s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 34/55 elapsed=0.049068s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 35/55 elapsed=0.048967s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 36/55 elapsed=0.050512s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 37/55 elapsed=0.049601s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 38/55 elapsed=0.048887s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 39/55 elapsed=0.048825s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 40/55 elapsed=0.049077s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 41/55 elapsed=0.049257s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 42/55 elapsed=0.048746s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 43/55 elapsed=0.048722s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 44/55 elapsed=0.049316s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 45/55 elapsed=0.051033s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 46/55 elapsed=0.048704s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 47/55 elapsed=0.048673s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 48/55 elapsed=0.048836s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 49/55 elapsed=0.048692s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 50/55 elapsed=0.048721s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 51/55 elapsed=0.048665s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 52/55 elapsed=0.049595s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 53/55 elapsed=0.049160s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 54/55 elapsed=0.048696s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 55/55 elapsed=0.048667s count=174
[goal3838] overlay_county512_soil512 RTDL/OptiX route start
[goal3310] load RayJoin PIP case
[goal3310] points=512 polygons=478
[goal3310] exact_count=1417
[goal3310] single warmup 1/3
[goal3310] single warmup 2/3
[goal3310] single warmup 3/3
[goal3310] single repeat 1/12 0.216932 ms
[goal3310] single repeat 2/12 0.208410 ms
[goal3310] single repeat 3/12 0.212886 ms
[goal3310] single repeat 4/12 0.213902 ms
[goal3310] single repeat 5/12 0.204229 ms
[goal3310] single repeat 6/12 0.203297 ms
[goal3310] single repeat 7/12 0.201650 ms
[goal3310] single repeat 8/12 0.201849 ms
[goal3310] single repeat 9/12 0.202926 ms
[goal3310] single repeat 10/12 0.205072 ms
[goal3310] single repeat 11/12 0.202210 ms
[goal3310] single repeat 12/12 0.201235 ms
[goal3310] batch 1 executor prepared effective_streams=1
[goal3310] batch 1 warmup 1/3
[goal3310] batch 1 warmup 2/3
[goal3310] batch 1 warmup 3/3
[goal3310] batch 1 repeat 1/8 total=0.196137 ms per=0.196137 ms
[goal3310] batch 1 repeat 2/8 total=0.208691 ms per=0.208691 ms
[goal3310] batch 1 repeat 3/8 total=0.209185 ms per=0.209185 ms
[goal3310] batch 1 repeat 4/8 total=0.204293 ms per=0.204293 ms
[goal3310] batch 1 repeat 5/8 total=0.197159 ms per=0.197159 ms
[goal3310] batch 1 repeat 6/8 total=0.196308 ms per=0.196308 ms
[goal3310] batch 1 repeat 7/8 total=0.203542 ms per=0.203542 ms
[goal3310] batch 1 repeat 8/8 total=0.194737 ms per=0.194737 ms
[goal3310] batch 100 executor prepared effective_streams=16
[goal3310] batch 100 warmup 1/3
[goal3310] batch 100 warmup 2/3
[goal3310] batch 100 warmup 3/3
[goal3310] batch 100 repeat 1/8 total=2.375810 ms per=0.023758 ms
[goal3310] batch 100 repeat 2/8 total=2.387518 ms per=0.023875 ms
[goal3310] batch 100 repeat 3/8 total=2.391313 ms per=0.023913 ms
[goal3310] batch 100 repeat 4/8 total=2.396231 ms per=0.023962 ms
[goal3310] batch 100 repeat 5/8 total=2.396927 ms per=0.023969 ms
[goal3310] batch 100 repeat 6/8 total=2.406601 ms per=0.024066 ms
[goal3310] batch 100 repeat 7/8 total=2.391680 ms per=0.023917 ms
[goal3310] batch 100 repeat 8/8 total=2.403972 ms per=0.024040 ms
