0.902416561,0.780740964,0.652365232
0.263865508,0.384743222,0.200413893
0.298881441,0.349683959,0.605646697
0.328866007,0.602881193,0.497821905
0.681560230,0.146473494,0.796203493
0.414093872,0.799849423,0.789198071
0.712925623,0.419781619,0.305950101
0.758865349,0.876978280,0.666313397
0.862890866,0.838700722,0.698329024
0.275866940,0.411862822,0.174676966
0.264982187,0.307012076,0.634586026
0.400480950,0.641081406,0.609543114
0.702325176,0.266041990,0.687994264
0.336054579,0.754061726,0.822521261
0.722031777,0.385341807,0.316695291
0.687609833,0.833688420,0.659464300
0.891401554,0.810447737,0.727503330
0.319655089,0.419597471,0.277979703
0.218152151,0.321861299,0.665601828
0.331046849,0.667152398,0.494932572
0.637804685,0.211518178,0.739936760
0.406133018,0.804081233,0.823946315
0.628892441,0.461650933,0.295158622
0.720370756,0.900465422,0.701983205
0.901248409,0.817793867,0.692830058
0.222926674,0.383708872,0.186271871
0.217232247,0.300392382,0.662980136
0.353203968,0.749609658,0.530764168
0.615022062,0.175980451,0.706454384
0.436112951,0.787060514,0.825187181
0.670657210,0.400579318,0.256415426
0.746563506,0.921306918,0.615594215
0.857355174,0.820054796,0.674982266
0.287316789,0.435671522,0.257478993
0.235381639,0.236272286,0.700384316
0.283740213,0.660499633,0.525895049
0.636372719,0.163971537,0.748004265
0.373484469,0.800363803,0.870670168
0.681760661,0.370460203,0.309089057
0.752012890,0.897228591,0.666881602
0.882031907,0.839582776,0.697045221
0.252142225,0.411408928,0.231900029
0.265830946,0.245243465,0.647187880
0.403176002,0.648952683,0.502532134
0.636915640,0.179888149,0.828334761
0.420518394,0.790997701,0.853851034
0.691211976,0.456153288,0.308234947
0.788603951,0.827251257,0.646459832
0.867853340,0.813744400,0.716817341
0.294584848,0.386993328,0.171475540
0.290760785,0.345256894,0.629137770
0.395447284,0.594317411,0.550964875
0.655483950,0.148460399,0.685749936
0.395193372,0.760451723,0.854181888
0.684245279,0.442802108,0.236516239
0.771805248,0.954125103,0.706817718
0.896556714,0.860006201,0.705818120
0.243332514,0.469116882,0.193372829
0.246220299,0.367365871,0.581876682
0.341395108,0.643531364,0.545404934
0.704988277,0.201544192,0.722195703
0.439801487,0.717620112,0.782434424
0.652800428,0.413591591,0.268890422
0.747540573,0.888118820,0.663651243
0.872272753,0.797224266,0.745592406
0.285815194,0.433040855,0.225198150
0.258797150,0.324730164,0.587089633
0.375171519,0.650704066,0.515113501
0.656113519,0.201373221,0.754407296
0.403280542,0.730235322,0.802441459
0.631869655,0.413603366,0.247750833
0.732782106,0.897552005,0.689673412
0.814084790,0.779577188,0.695595871
0.204114618,0.386624031,0.222759825
0.231455072,0.261549092,0.636048441
0.342532864,0.632345140,0.583439075
0.647115314,0.228153416,0.673349877
0.411957508,0.715305235,0.817171708
0.690456562,0.451613679,0.265259513
0.732927270,0.787672287,0.695799505
0.851825176,0.759348974,0.722594497
0.291989687,0.401623019,0.245109127
0.235397690,0.334810448,0.623245374
0.262312956,0.672529995,0.536214566
0.650811433,0.208734398,0.776513374
0.412454692,0.777335189,0.819474866
0.675666645,0.404691495,0.226035863
0.697028538,0.876808394,0.643519039
0.825866013,0.779393117,0.734118575
0.300902818,0.438698639,0.153042543
0.330417173,0.296380239,0.660431376
0.358398790,0.661022798,0.507154244
0.617761798,0.215054585,0.687278091
0.405330977,0.785196679,0.830856979
0.722538721,0.420481992,0.318788816
0.790673789,0.810992297,0.673639231
0.848823189,0.774682702,0.723490318
0.259105649,0.395929081,0.183908786
0.223684644,0.279564930,0.619262794
0.333277645,0.613369132,0.544352640
0.666315018,0.151841916,0.716514953
0.352436264,0.771216660,0.833078662
0.657548663,0.350055195,0.289949130
0.736374024,0.819484508,0.604555124
0.854466064,0.831388684,0.713998585
0.237888498,0.467802274,0.169799925
0.300320397,0.293838473,0.552387192
0.396305920,0.618649090,0.482454229
0.641851655,0.172091489,0.803201087
0.362686984,0.794228876,0.810897644
0.720370353,0.398104851,0.324950696
0.753903980,0.851885103,0.656263250
0.872770031,0.775637980,0.673127997
0.342626874,0.383036138,0.144997244
0.262962230,0.395723212,0.606752075
0.358359336,0.582019733,0.521273466
