path,category
docs/handoff/GOAL515_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-17.md,ai_handoff
docs/reports/goal515_claude_review_2026-04-17.md,report_or_review
docs/reports/goal515_gemini_review_2026-04-17.md,report_or_review
docs/reports/goal515_public_command_truth_audit_2026-04-17.json,report_or_review
docs/reports/goal515_public_command_truth_audit_2026-04-17.md,report_or_review
docs/reports/goal515_public_docs_command_truth_closure_2026-04-17.md,report_or_review
history/ad_hoc_reviews/2026-04-17-codex-consensus-goal515-public-docs-command-truth.md,ad_hoc_review_or_consensus
history/revisions/goal515-public-docs-command-truth/metadata.txt,structured_history_archive
history/revisions/goal515-public-docs-command-truth/project_snapshot/2026-04-17-codex-consensus-goal515-public-docs-command-truth.md,structured_history_archive
history/revisions/goal515-public-docs-command-truth/project_snapshot/GOAL515_SINGLE_SENTENCE_EXTERNAL_REVIEW_REQUEST_2026-04-17.md,structured_history_archive
history/revisions/goal515-public-docs-command-truth/project_snapshot/goal410_tutorial_example_check.py,structured_history_archive
history/revisions/goal515-public-docs-command-truth/project_snapshot/goal515_claude_review_2026-04-17.md,structured_history_archive
history/revisions/goal515-public-docs-command-truth/project_snapshot/goal515_gemini_review_2026-04-17.md,structured_history_archive
history/revisions/goal515-public-docs-command-truth/project_snapshot/goal515_public_command_truth_audit.py,structured_history_archive
history/revisions/goal515-public-docs-command-truth/project_snapshot/goal515_public_command_truth_audit_2026-04-17.json,structured_history_archive
history/revisions/goal515-public-docs-command-truth/project_snapshot/goal515_public_command_truth_audit_2026-04-17.md,structured_history_archive
history/revisions/goal515-public-docs-command-truth/project_snapshot/goal515_public_command_truth_audit_test.py,structured_history_archive
history/revisions/goal515-public-docs-command-truth/project_snapshot/goal515_public_docs_command_truth_closure_2026-04-17.md,structured_history_archive
scripts/goal515_public_command_truth_audit.py,script
tests/goal515_public_command_truth_audit_test.py,test
.github/workflows/public-surface.yml,other
.gitignore,other
Makefile,other
README.md,front_page
VERSION,other
apps/embree_remote_validation.cpp,other
apps/goal15_lsi_native.cpp,other
apps/goal15_pip_native.cpp,other
apps/rtdsl_python_demo.py,other
build/goal169_optix_orbit_smoke/summary.json,other
build/goal169_vulkan_orbit_smoke/summary.json,other
build/goal170_optix_orbit_small/frame_000.png,other
build/goal170_optix_orbit_small/frame_000.ppm,other
build/goal170_optix_orbit_small/frame_001.png,other
build/goal170_optix_orbit_small/frame_001.ppm,other
build/goal170_optix_orbit_small/goal170_optix_orbit_small.gif,other
build/goal170_optix_orbit_small/summary.json,other
build/goal170_vulkan_orbit_medium_fix/frame_000.png,other
build/goal170_vulkan_orbit_medium_fix/frame_000.ppm,other
build/goal170_vulkan_orbit_medium_fix/frame_001.png,other
build/goal170_vulkan_orbit_medium_fix/frame_001.ppm,other
build/goal170_vulkan_orbit_medium_fix/goal170_vulkan_orbit_medium_fix.gif,other
build/goal170_vulkan_orbit_medium_fix/summary.json,other
build/goal172_temporal_blend_preview/frame_000.png,other
build/goal172_temporal_blend_preview/frame_000.ppm,other
build/goal172_temporal_blend_preview/frame_001.png,other
build/goal172_temporal_blend_preview/frame_001.ppm,other
build/goal172_temporal_blend_preview/frame_002.ppm,other
build/goal172_temporal_blend_preview/frame_003.ppm,other
build/goal172_temporal_blend_preview/frame_004.ppm,other
build/goal172_temporal_blend_preview/frame_005.png,other
build/goal172_temporal_blend_preview/frame_005.ppm,other
build/goal172_temporal_blend_preview/summary.json,other
build/goal176_optix_medium/frame_000.ppm,other
build/goal176_optix_medium/summary.json,other
build/goal176_vulkan_medium/frame_000.ppm,other
build/goal176_vulkan_medium/summary.json,other
build/system_audit/engineering_support_docs_pass.json,other
build/system_audit/views/file_status.csv,other
build/system_audit/views/summary.json,other
build/win_embree_earthlike_4k_10s_32fps_yellow_jobs8/frame_180.png,other
build/win_embree_earthlike_4k_10s_32fps_yellow_jobs8/frame_180.ppm,other
build/win_embree_earthlike_4k_10s_32fps_yellow_jobs8/summary.json,other
build/win_embree_earthlike_4k_10s_32fps_yellow_jobs8/win_embree_earthlike_4k_10s_32fps_yellow_jobs8.mp4,other
docs/README.md,other
docs/ai_collaboration_workflow.md,other
docs/architecture_api_performance_overview.md,other
docs/archive/README.md,other
docs/archive/v0_1/README.md,other
docs/assets/rtdl_visual_demo_thumb.png,other
docs/audit_flow.md,other
docs/capability_boundaries.md,other
docs/current_architecture.md,other
docs/current_milestone_qa.md,other
docs/development_reliability_process.md,other
docs/embree_baseline_contracts.md,other
docs/embree_baseline_plan.md,other
docs/embree_evaluation_matrix.md,other
docs/embree_evaluation_plan.md,other
docs/embree_rayjoin_reproduction_program.md,other
docs/engineering/handoffs/V0_4_FINAL_RELEASE_HANDOFF_HUB.md,other
docs/features/README.md,feature_doc
docs/features/db_workloads/README.md,feature_doc
docs/features/fixed_radius_neighbors/README.md,feature_doc
docs/features/knn_rows/README.md,feature_doc
docs/features/lsi/README.md,feature_doc
docs/features/overlay/README.md,feature_doc
docs/features/pip/README.md,feature_doc
docs/features/point_nearest_segment/README.md,feature_doc
docs/features/polygon_pair_overlap_area_rows/README.md,feature_doc
docs/features/polygon_set_jaccard/README.md,feature_doc
docs/features/ray_tri_hitcount/README.md,feature_doc
docs/features/segment_polygon_anyhit_rows/README.md,feature_doc
docs/features/segment_polygon_hitcount/README.md,feature_doc
docs/future_ray_tracing_directions.md,other
docs/gemini_cli_notes.md,other
docs/goal_432_v0_7_rt_db_phase_split_perf_clarification.md,live_goal_doc
docs/goal_433_v0_7_native_prepared_db_dataset_contract.md,live_goal_doc
docs/goal_434_v0_7_embree_native_prepared_db_dataset.md,live_goal_doc
docs/goal_435_v0_7_optix_native_prepared_db_dataset.md,live_goal_doc
docs/goal_436_v0_7_vulkan_native_prepared_db_dataset.md,live_goal_doc
docs/goal_437_v0_7_rt_db_repeated_query_perf_gate.md,live_goal_doc
docs/goal_438_v0_7_release_gate_refresh_after_native_prepared_db.md,live_goal_doc
docs/goal_439_v0_7_external_tester_report_intake.md,live_goal_doc
docs/goal_440_v0_7_embree_columnar_prepared_db_dataset_transfer.md,live_goal_doc
docs/goal_441_v0_7_optix_columnar_prepared_db_dataset_transfer.md,live_goal_doc
docs/goal_442_v0_7_vulkan_columnar_prepared_db_dataset_transfer.md,live_goal_doc
docs/goal_443_v0_7_columnar_repeated_query_perf_gate.md,live_goal_doc
docs/goal_444_v0_7_release_docs_refresh_after_columnar_transfer.md,live_goal_doc
docs/goal_445_v0_7_high_level_prepared_db_columnar_default.md,live_goal_doc
docs/goal_446_v0_7_post_columnar_db_regression_sweep.md,live_goal_doc
docs/goal_447_v0_7_db_columnar_packaging_readiness_audit.md,live_goal_doc
docs/goal_448_v0_7_db_columnar_packaging_manifest.md,live_goal_doc
docs/goal_449_v0_7_packaging_manifest_validation_gate.md,live_goal_doc
docs/goal_450_v0_7_linux_correctness_and_performance_refresh.md,live_goal_doc
docs/goal_451_v0_7_postgresql_baseline_index_audit.md,live_goal_doc
docs/goal_452_v0_7_rtdl_vs_best_tested_postgresql_perf_rebase.md,live_goal_doc
docs/goal_453_v0_7_release_facing_performance_wording_refresh.md,live_goal_doc
docs/goal_454_v0_7_post_wording_evidence_package_validation.md,live_goal_doc
docs/goal_455_v0_7_post_454_packaging_manifest_refresh.md,live_goal_doc
docs/goal_456_v0_7_pre_stage_filelist_ledger.md,live_goal_doc
docs/goal_457_v0_7_manual_review_path_resolution.md,live_goal_doc
docs/goal_458_v0_7_pre_stage_validation_gate.md,live_goal_doc
docs/goal_459_v0_7_dry_run_staging_command_plan.md,live_goal_doc
docs/goal_460_v0_7_ready_to_stage_final_hold.md,live_goal_doc
docs/goal_461_v0_7_db_app_demo.md,live_goal_doc
docs/goal_462_v0_7_db_kernel_app_demo.md,live_goal_doc
docs/goal_463_v0_7_post_demo_pre_stage_refresh.md,live_goal_doc
docs/goal_464_v0_7_linux_fresh_checkout_validation.md,live_goal_doc
docs/goal_465_v0_7_post_linux_fresh_pre_stage_refresh.md,live_goal_doc
docs/goal_466_v0_7_release_reports_refresh_after_linux_fresh.md,live_goal_doc
docs/goal_467_v0_7_external_test_report_response.md,live_goal_doc
docs/goal_468_v0_7_release_reports_refresh_after_external_response.md,live_goal_doc
docs/goal_469_v0_7_db_attack_report_gap_closure.md,live_goal_doc
docs/goal_470_v0_7_pre_release_test_doc_audit.md,live_goal_doc
docs/goal_471_v0_7_external_v0_6_1_expert_attack_suite_intake.md,live_goal_doc
docs/goal_472_v0_7_release_reports_refresh_after_goal471.md,live_goal_doc
docs/goal_473_v0_7_post_goal472_release_evidence_audit.md,live_goal_doc
docs/goal_474_v0_7_post_goal473_pre_stage_refresh.md,live_goal_doc
docs/goal_475_v0_7_external_input_manifest.md,live_goal_doc
docs/goal_477_v0_7_broad_unittest_discovery_repair.md,live_goal_doc
docs/goal_478_v0_7_release_reports_refresh_after_goal477.md,live_goal_doc
docs/goal_479_v0_7_release_candidate_audit_after_goal478.md,live_goal_doc
docs/goal_480_v0_7_release_reports_refresh_after_goal479.md,live_goal_doc
docs/goal_481_v0_7_post_goal480_pre_stage_hold_ledger.md,live_goal_doc
docs/goal_482_v0_7_post_goal481_dry_run_staging_plan.md,live_goal_doc
docs/goal_483_v0_7_release_reports_refresh_after_goal482.md,live_goal_doc
docs/goal_484_v0_7_post_goal483_release_hold_audit.md,live_goal_doc
docs/goal_485_v0_7_ready_for_user_staging_decision_hold.md,live_goal_doc
docs/goal_486_v0_7_post_disk_cleanup_artifact_integrity_audit.md,live_goal_doc
docs/goal_487_v0_7_post_goal486_release_hold_stability_audit.md,live_goal_doc
docs/goal_488_v0_7_front_tutorial_example_doc_consistency_audit.md,live_goal_doc
docs/goal_489_v0_7_history_synchronization_adoption.md,live_goal_doc
docs/goal_490_v0_7_post_goal489_pre_stage_ledger_refresh.md,live_goal_doc
docs/goal_491_v0_7_post_goal490_release_hold_audit.md,live_goal_doc
docs/goal_492_v0_7_ready_for_explicit_staging_authorization_hold.md,live_goal_doc
docs/goal_493_post_v0_7_public_surface_3c_audit.md,live_goal_doc
docs/graph_rt_validation_and_perf_report_2026-04-14.md,other
docs/handoff/AI_CHECKER_GOAL409_REPO_WIDE_FILE_STATUS_AUDIT_2026-04-15.md,ai_handoff
docs/handoff/AI_CHECKER_GOAL410_TUTORIAL_AND_EXAMPLE_CROSS_PLATFORM_CHECK_2026-04-15.md,ai_handoff
docs/handoff/AI_CHECKER_GOAL411_PUBLIC_SURFACE_CI_AUTOMATION_2026-04-15.md,ai_handoff
docs/handoff/AI_FINAL_PROOF_GOAL409_REPO_WIDE_FILE_STATUS_AUDIT_2026-04-15.md,ai_handoff
docs/handoff/AI_VERIFIER_GOAL409_REPO_WIDE_FILE_STATUS_AUDIT_2026-04-15.md,ai_handoff
docs/handoff/AI_VERIFIER_GOAL410_TUTORIAL_AND_EXAMPLE_CROSS_PLATFORM_CHECK_2026-04-15.md,ai_handoff
docs/handoff/AI_VERIFIER_GOAL411_PUBLIC_SURFACE_CI_AUTOMATION_2026-04-15.md,ai_handoff
docs/handoff/ANTIGRAVITY_GOAL175_CONTINUATION_2026-04-08.md,ai_handoff
docs/handoff/ANTIGRAVITY_GOAL178_179_CONTINUATION_2026-04-08.md,ai_handoff
docs/handoff/ANTIGRAVITY_GOAL178_CONTINUATION_2026-04-08.md,ai_handoff
docs/handoff/ANTIGRAVITY_V0_3_CONTINUATION_HANDOFF_2026-04-08.md,ai_handoff
docs/handoff/CLAUDE_GOAL196_FIXED_RADIUS_NEIGHBORS_CONTRACT_REVIEW_2026-04-09.md,ai_handoff
docs/handoff/CLAUDE_GOAL197_FIXED_RADIUS_NEIGHBORS_DSL_SURFACE_REVIEW_2026-04-10.md,ai_handoff
docs/handoff/CLAUDE_GOAL198_FIXED_RADIUS_NEIGHBORS_TRUTH_PATH_REVIEW_2026-04-10.md,ai_handoff
docs/handoff/CLAUDE_GOAL199_FIXED_RADIUS_NEIGHBORS_CPU_ORACLE_REVIEW_2026-04-10.md,ai_handoff
docs/handoff/CLAUDE_GOAL200_FIXED_RADIUS_NEIGHBORS_EMBREE_REVIEW_2026-04-10.md,ai_handoff
docs/handoff/CLAUDE_GOAL201_FIXED_RADIUS_NEIGHBORS_EXTERNAL_BASELINES_REVIEW_2026-04-10.md,ai_handoff
docs/handoff/CLAUDE_GOAL202_KNN_ROWS_CONTRACT_REVIEW_2026-04-10.md,ai_handoff
docs/handoff/CLAUDE_GOAL212_V0_4_FULL_AUDIT_REVIEW_2026-04-10.md,ai_handoff
docs/handoff/CLAUDE_GOAL215_V0_4_GPU_REWORK_PROPOSAL_REVIEW_2026-04-10.md,ai_handoff
docs/handoff/CLAUDE_GOAL216_FIXED_RADIUS_NEIGHBORS_OPTIX_REVIEW_2026-04-10.md,ai_handoff
docs/handoff/CLAUDE_GOAL217_KNN_ROWS_OPTIX_REVIEW_2026-04-10.md,ai_handoff
docs/handoff/CLAUDE_GOAL218_FIXED_RADIUS_NEIGHBORS_VULKAN_IMPLEMENTATION_2026-04-10.md,ai_handoff
docs/handoff/CLAUDE_GOAL219_KNN_ROWS_VULKAN_REVIEW_2026-04-10.md,ai_handoff
