0.723235382,0.300904622,0.539172947
0.220060160,0.570226583,0.304235473
0.674641575,0.659758429,0.721566539
0.230989118,0.363787494,0.636255224
0.651890665,0.190483118,0.647614129
0.688211013,0.252213600,0.338351925
0.804448214,0.673029882,0.429981169
0.626285046,0.430256341,0.183642941
0.438454838,0.794770934,0.354341393
0.541280849,0.247674452,0.250395910
0.702316254,0.534654207,0.222849750
0.481053586,0.654726477,0.848791765
0.573203436,0.616616466,0.764008769
0.242120119,0.599872419,0.397575584
0.835084215,0.358259966,0.526452479
0.224526713,0.402830051,0.447431880
0.778481621,0.495720433,0.279320458
0.523069314,0.675803138,0.845782483
0.185833578,0.676886850,0.431242646
0.652995046,0.225898955,0.390543976
0.279935254,0.682186425,0.325330302
0.743880885,0.646964076,0.305269835
0.377483639,0.636864005,0.797224958
0.732697898,0.716654574,0.537969704
0.810929282,0.566881106,0.409824055
0.238885419,0.414626530,0.336869489
0.154967869,0.457678638,0.388162391
0.595963079,0.508045978,0.834692692
0.220663484,0.375531278,0.556245845
0.555390430,0.693054394,0.193584159
0.357541203,0.479204180,0.212276492
0.631964973,0.362561531,0.780279395
0.363352694,0.611350153,0.235530180
0.601837478,0.737498223,0.758475702
0.445590562,0.233916539,0.782509105
0.602983767,0.539203605,0.222417961
0.308277779,0.221450459,0.459072254
0.573230728,0.751492340,0.686654082
0.496687181,0.160058051,0.383528562
0.812191718,0.451721080,0.366884937
0.632367550,0.786175077,0.391077308
0.524950561,0.836830851,0.457883365
0.578380725,0.219910689,0.701596955
0.461917985,0.225694958,0.234037525
0.226171169,0.301087796,0.290583517
0.564870111,0.848387452,0.524675344
0.554714299,0.822650908,0.646975294
0.192824107,0.310079054,0.575429463
0.487900637,0.541299803,0.154961746
0.260151516,0.245675795,0.376712831
0.710210373,0.707513152,0.670369502
0.235306782,0.630960888,0.736658792
0.485892709,0.208809491,0.552112892
0.347110110,0.789931085,0.578935672
0.516463792,0.807015850,0.493834649
0.609772538,0.544905703,0.836660322
0.648801849,0.763024344,0.655491931
0.778769960,0.495169435,0.684041527
0.488091456,0.743975406,0.686352535
0.405856080,0.762260260,0.305461549
0.812050170,0.543123127,0.567592875
0.277509217,0.401924639,0.777570393
0.209814560,0.612487282,0.388357959
0.742494034,0.407476357,0.280979025
0.549822540,0.309829751,0.188596121
0.725957052,0.784918298,0.476166069
0.602305755,0.719742955,0.305214197
0.485129476,0.392398088,0.152625162
0.477619703,0.587526774,0.166837637
0.187175117,0.447634697,0.630357544
0.208592835,0.565931169,0.601501917
0.774486211,0.667394303,0.429845789
0.269584042,0.368330624,0.700408417
0.315422317,0.737667062,0.444137401
0.368718805,0.185256600,0.558038718
0.419072053,0.754130104,0.711920519
0.414440570,0.766878203,0.436797355
0.250738916,0.521648686,0.743483084
0.552719692,0.810354812,0.592288265
0.353264525,0.544657069,0.791252201
0.399202037,0.193000309,0.639216185
0.452015905,0.846982167,0.615489787
0.365271468,0.795489545,0.410795922
0.697265579,0.629538137,0.343178888
0.405980652,0.686190443,0.205376427
0.421429247,0.612151877,0.178471696
0.423474288,0.529231171,0.211366957
0.586227354,0.236329039,0.376824460
0.229949420,0.302094270,0.632500010
0.709505609,0.211667258,0.617241220
0.680103350,0.482359920,0.815073397
0.619707188,0.301515648,0.235112572
0.236060610,0.632306909,0.534427887
0.526271070,0.741995567,0.256383038
0.832093802,0.649654444,0.538495288
0.171752645,0.512665648,0.671181081
0.329928641,0.191266250,0.500251492
0.336848987,0.364993926,0.227204986
0.264349212,0.272189516,0.436075818
0.210914747,0.664232915,0.532229579
0.561711853,0.189321156,0.529594321
0.378189169,0.723912763,0.329615643
0.371462735,0.226431257,0.667739452
0.406240897,0.369841629,0.790255583
0.335485239,0.737720557,0.310444770
0.737749234,0.401070469,0.706670049
0.763690628,0.445802558,0.597074861
0.272837621,0.224638120,0.627508084
0.307319486,0.221995105,0.326728298
0.636228648,0.495257295,0.217213206
0.866997754,0.460324493,0.466135592
0.310296935,0.317500498,0.278304828
0.535517635,0.191898024,0.436856224
0.332309856,0.176211712,0.676259039
0.516561308,0.610770383,0.805094090
0.257652035,0.495535419,0.755184036
0.313988030,0.280280141,0.645595353
0.785389984,0.365719106,0.413202322
0.514184506,0.617731091,0.186431013
0.646417644,0.426176103,0.227208699
0.640398125,0.179415328,0.390612948
0.494806845,0.210410742,0.440809090
0.275756168,0.695226250,0.469808244
0.593138347,0.797183577,0.598695909
0.220406574,0.623565438,0.361423005
0.241928416,0.508518343,0.710268896
0.266966058,0.448326999,0.724785711
0.279631695,0.376648283,0.321357810
0.414297307,0.325138477,0.228116823
0.718950278,0.557566481,0.301385113
0.309960577,0.682160933,0.274488257
0.169857579,0.487122113,0.512644332
0.628497524,0.732174451,0.639062109
0.196844047,0.408004387,0.620881597
0.830198150,0.645448447,0.546027178
0.687828235,0.253466759,0.494147636
0.192640043,0.401059880,0.650427620
0.485735306,0.628313650,0.789259356
0.449825272,0.188879360,0.334605958
0.748525230,0.715179043,0.379510336
0.733151995,0.684454353,0.568936526
0.666404382,0.398386003,0.783793072
0.194868177,0.608835287,0.451824868
0.798307160,0.502277151,0.351539914
0.355987660,0.674332181,0.265106469
0.694176042,0.562375238,0.723894200
0.169210888,0.507460575,0.307491267
0.619696630,0.728467155,0.640143703
0.800569174,0.651963234,0.520239375
0.548815017,0.621962309,0.185621157
0.416468411,0.358765206,0.802331136
0.489523692,0.188521580,0.417803104
0.292185620,0.269803604,0.584260901
0.276642796,0.373278989,0.758064298
0.252613226,0.332430596,0.479561915
0.195329628,0.398376030,0.373403530
0.818515741,0.428329433,0.615764623
0.471386944,0.569638986,0.167009100
0.785874004,0.745935778,0.500702827
0.570625590,0.298506714,0.764335319
0.769210979,0.310679450,0.452416501
0.676695477,0.329184844,0.703512937
0.420096800,0.743256241,0.268324316
0.554947446,0.191188216,0.534879835
0.602141542,0.517210156,0.792316556
0.756784671,0.578998548,0.353489298
0.155029161,0.405933435,0.436105948
0.649856829,0.470620970,0.187747276
0.498959412,0.815012697,0.621539241
0.435054676,0.640074701,0.823447113
0.232835899,0.588941365,0.557536426
0.436393849,0.710224954,0.194254743
0.190274466,0.452993163,0.445652054
0.202308930,0.503990190,0.555915020
0.263284630,0.544653170,0.699686141
0.760423267,0.267124815,0.446173131
0.714072229,0.688601082,0.358774552
0.599130753,0.783572477,0.327815283
0.205034447,0.658704059,0.358299821
0.259544868,0.410863842,0.212496238
0.726758557,0.512690114,0.241243029
0.836934273,0.441297389,0.529639215
0.705571130,0.691141304,0.727220859
0.407444650,0.106723032,0.540654880
0.580117323,0.551199550,0.188481040
0.599001592,0.599604165,0.215255743
0.555915969,0.766291434,0.292780792
0.412586933,0.794051204,0.327089802
0.228983626,0.473401832,0.663551057
0.713289092,0.254639104,0.387151143
0.552077000,0.804685676,0.707110573
0.538843158,0.179324205,0.517871203
0.368884150,0.426501942,0.246952258
0.761527819,0.345690704,0.592911800
0.671765417,0.169645079,0.441499217
0.635765553,0.248822926,0.722108439
0.674320457,0.759589093,0.464956831
0.617432645,0.238811979,0.684869199
0.793819774,0.657528974,0.524887071
0.495249616,0.796325194,0.536018789
0.409925104,0.383480840,0.811856165
0.361644539,0.653284467,0.744474240
0.504192268,0.253259305,0.182466921
0.575699435,0.550741467,0.165750022
0.767397224,0.270079213,0.502835772
0.686072197,0.748818918,0.361811650
0.777206187,0.581278330,0.707516059
0.594914822,0.819461583,0.440118112
0.455578341,0.512006588,0.818415270
0.531688927,0.818082729,0.691880727
0.547087220,0.874725871,0.601802180
0.495260564,0.276878872,0.764315979
0.417060036,0.142596158,0.567108429
0.676531894,0.429617706,0.228637286
0.597955310,0.804635297,0.657469196
0.823769136,0.433288256,0.349410285
0.838917893,0.487778904,0.588376115
0.650141019,0.141807183,0.455333690
0.172966474,0.572498346,0.464696709
0.305811455,0.278703378,0.431345917
0.573268104,0.820517993,0.426079773
0.460972701,0.241048427,0.663723774
0.722218255,0.340266425,0.289321256
0.304133953,0.242662596,0.328538882
0.746439466,0.462764357,0.313145216
0.230626290,0.693016322,0.395558168
0.307741965,0.684097107,0.321611867
0.122530463,0.483394037,0.536315148
0.130885677,0.456904096,0.471575127
0.725506452,0.760815777,0.383769155
0.403567278,0.254957177,0.710533332
0.435286165,0.141217229,0.482561688
0.601718769,0.368967824,0.176576249
0.411830717,0.177963275,0.531049416
0.287183035,0.729890068,0.652476818
0.595865913,0.787494611,0.373483318
0.485429407,0.250090166,0.318314113
0.711442575,0.698372919,0.655166570
0.535145466,0.318251021,0.201127804
